# LAMMPS data file written by OVITO Basic 3.10.3

1170 atoms
6 atom types

0.0 23.86466077 xlo xhi
0.0 23.86466077 ylo yhi
0.0 23.86466077 zlo zhi

Masses

1 15.9994  # O
2 12.0107  # C
3 1.00794  # H
4 18.9984032  # F
5 131.293  # Xe
6 14.0067  # N

Atoms  # atomic

1 1 23.4449080892 19.9457264109 16.8624230406
2 1 23.6869558502 13.4755800908 15.7803088909
3 1 8.1539364498 12.6440017391 16.6173405491
4 1 12.6298316409 9.9297112392 13.0583465493
5 1 1.3960511298 0.02224144 1.3111638203
6 1 1.7287144301 5.6892348697 22.6495343203
7 1 2.9225599098 8.9437213204 16.1687348396
8 1 4.274820251 3.8289799306 19.5391003102
9 1 21.4690963293 23.1235948503 5.7831263492
10 1 16.9067323104 3.7101658389 5.734987059
11 1 6.2878663992 8.9645215702 20.932488151
12 1 7.7590122399 8.4911773309 14.8828239494
13 1 12.6770026511 8.6986006192 5.8745232604
14 1 17.6894850196 12.0520122792 4.7343578294
15 1 12.3264974503 11.772600101 3.2256009898
16 1 14.6675393697 17.7931990311 3.3400286399
17 1 23.5729937209 10.3973094791 4.8081615194
18 1 1.4400494909 10.3940648208 10.8675100601
19 1 2.65851732 1.9124536892 16.1860196697
20 1 6.4166489602 21.5429649789 15.142012491
21 1 15.794503961 2.7706219004 18.9148015696
22 1 20.0175391606 22.0603014102 20.4220134397
23 1 7.3808972709 13.9282051199 4.7311063792
24 1 10.8491897996 15.3980772798 23.2856608498
25 1 5.9081222901 19.1199009507 18.0155093597
26 1 7.4021987693 1.2018663898 18.8767836305
27 1 11.966695129 20.6719100489 4.0418757889
28 1 9.8788628996 1.9919160292 1.3115380802
29 1 22.53815282 4.9280296988 8.9564026408
30 1 2.3475277901 1.1626495808 5.6704561405
31 1 4.3924254997 15.9041483097 1.6637219093
32 1 5.7473627495 12.3238193509 20.7270412504
33 1 4.2326573902 22.6659236291 8.0576359498
34 1 5.6677070198 1.1836797189 3.0539053205
35 1 1.1620003904 20.9158575896 21.2315513406
36 1 6.7470716408 17.7184018505 21.4204763189
37 1 22.3219329294 4.2940404693 3.2211004799
38 1 18.6054931404 5.2528534103 21.8847966188
39 1 11.2611995697 3.4180294102 17.4334823195
40 1 15.683249571 1.7771680393 12.7735009701
41 1 19.7850436501 18.18875207 22.7436001001
42 1 15.5914753691 16.4698942293 18.3451215798
43 1 19.6264061503 2.6336121505 2.1908388709
44 1 22.4279924195 20.7406615807 1.7799153104
45 1 10.5910014211 4.931175369 8.3431641204
46 1 9.6154171411 8.8496743388 13.2450736807
47 1 9.9700567607 1.2423554 9.9816578305
48 1 9.6246508198 1.0425059101 16.2506472902
49 1 7.4379615099 14.7309734399 11.9711568206
50 1 5.0234510605 9.0445443407 12.0914574301
51 1 14.6589684604 21.3063054097 18.2698385099
52 1 10.8501714891 20.0268094906 23.1782596193
53 1 22.3587987304 7.957460731 19.1557389198
54 1 19.2647214896 12.0438090193 15.4793744208
55 1 -0.5980413588 4.9129732099 13.8010599301
56 1 2.6892671 1.73852161 9.3397344389
57 1 11.7448119301 9.8462404691 22.3218025902
58 1 17.4637541906 8.2776902709 20.1287585793
59 1 2.852831249 10.8907929505 22.5806232295
60 1 0.9099705907 16.4909860002 20.7823818093
61 1 17.5172069308 1.2911937099 10.1489066807
62 1 13.9020813206 24.3662832911 5.2648572296
63 1 18.4119381911 18.6572439102 1.7245968501
64 1 18.119102449 12.2472071794 1.8728628494
65 1 3.8052795995 18.8714114304 12.696431301
66 1 4.46925352 15.2827475098 7.7159919291
67 1 0.9667777309 14.9462556593 2.6770176203
68 1 5.0380828993 10.6277476005 4.6443386704
69 1 9.4180564395 18.9453009903 11.2365048888
70 1 13.8094440699 20.6776429705 15.4241250511
71 1 11.6211385806 7.22716935 23.7353800104
72 1 7.5270801192 9.7489611004 4.138807829
73 1 2.5845815701 5.9028600488 4.2156601101
74 1 5.7855507004 5.5483002207 22.7643412896
75 1 11.5492699089 3.1443149005 21.239657531
76 1 6.5111479909 1.56564548 24.073433519
77 1 18.0490683993 9.446663309 2.7098487496
78 1 0.4164845706 8.5798647702 1.7167605905
79 1 14.2644680105 14.3317016591 23.154788031
80 1 13.24569168 20.5175476192 24.2405634492
81 1 20.767377121 18.4035444005 10.0518701301
82 1 22.0440803903 0.1196615997 12.1351803404
83 1 16.3523647389 19.6197355099 7.505864851
84 1 13.9871119804 23.8423648288 11.0701397089
85 1 20.460045879 16.2711432608 5.6986431209
86 1 2.4212284802 18.5731717006 7.2077431104
87 1 21.9357135789 3.5622365294 19.0991353595
88 1 21.5541527199 23.0108579207 23.4506153109
89 1 7.2256824003 21.7456735195 1.7928605405
90 1 7.3338574209 17.933527439 7.010514211
91 1 5.711264319 3.5366399005 12.9069593507
92 1 4.5402948493 4.2058676308 6.7793005597
93 1 14.9303662603 4.3605629797 24.0576481007
94 1 14.25755375 22.5393828404 3.0401218704
95 1 19.0158136911 5.5048536989 13.4837323711
96 1 22.2116832703 11.0243875005 13.8768180189
97 1 20.3609867507 7.04792121 8.4893828898
98 1 14.3568233098 8.0462548 9.9296219711
99 1 10.6233635597 10.5881671299 9.7677080992
100 1 4.5784980497 8.7679086295 9.21793542
101 2 23.8914223691 15.9291895102 15.65737174
102 2 23.54819184 18.6638748995 16.3192825295
103 2 23.7346618011 16.3319904304 16.9926115999
104 2 23.6755287896 16.9284771688 14.6926457207
105 2 23.5922208099 17.6557596599 17.3088899706
106 2 23.5778068889 18.2499739911 14.9977794309
107 2 0.3837438908 14.5708911091 15.0728437907
108 2 23.643328241 21.0389944902 16.1971018908
109 2 11.308471031 11.7296406903 14.0048898711
110 2 9.2556777008 12.2996971595 15.7772355999
111 2 11.2509128795 11.0931205706 15.2397656306
112 2 10.4174230806 12.7728612492 13.7723549696
113 2 10.2030205507 11.3472125108 16.1293316309
114 2 9.34764487 13.0030457608 14.5936910099
115 2 12.1776405406 11.2376185404 12.8439262689
116 2 7.4431181309 11.6553639502 17.1182078611
117 2 1.9132920094 4.1616837697 24.4740048904
118 2 1.6583099293 1.3742435694 1.0247212395
119 2 1.1755461008 3.6653959406 1.6968960907
